,index,County,Product,Date,Amount Fulfilled
1353,1371,Lake,Examination Gloves,August,14087880.0
1354,1376,Lake,Face Shields (Disposable),August,408700.0
1355,1381,Lake,Goggles,August,56000.0
1356,1386,Lake,Hand Sanitizers,August,135688.0
1357,1391,Lake,KN95 Respirators,August,298620.0
1358,1396,Lake,Medical Equipment,August,1400.0
1359,1400,Lake,N-95 Respirators,August,1770480.0
1360,1405,Lake,Other / None of the above,August,1400.0
1361,1409,Lake,Pharmaceuticals,August,364.0
1362,1414,Lake,Shoe Covers,August,11200.0
1363,1419,Lake,Surgical Masks,August,18044520.0
1364,1424,Lake,Surgical or Examination Gowns,August,162408.0
1365,1429,Lake,Swabs,August,338800.0
1366,1434,Lake,Test Kits,August,16800.0
1367,1439,Lake,Viral Testing Media,August,182000.0
1368,1444,Lake,Wipes,August,210400.0
1369,1367,Lake,Cloth Masks,July,394320.0
1370,1372,Lake,Examination Gloves,July,10951240.0
1371,1377,Lake,Face Shields (Disposable),July,221900.0
1372,1382,Lake,Goggles,July,62000.0
1373,1387,Lake,Hand Sanitizers,July,75314.0
1374,1392,Lake,KN95 Respirators,July,103320.0
1375,1397,Lake,Medical Equipment,July,1250.0
1376,1401,Lake,N-95 Respirators,July,1850700.0
1377,1406,Lake,Other / None of the above,July,1250.0
1378,1410,Lake,Pharmaceuticals,July,403.0
1379,1415,Lake,Shoe Covers,July,12400.0
1380,1420,Lake,Surgical Masks,July,18199000.0
1381,1425,Lake,Surgical or Examination Gowns,July,144066.0
1382,1430,Lake,Swabs,July,295100.0
1383,1435,Lake,Test Kits,July,18600.0
1384,1440,Lake,Viral Testing Media,July,179100.0
1385,1445,Lake,Wipes,July,195800.0
1386,1368,Lake,Cloth Masks,June,308200.0
1387,1373,Lake,Examination Gloves,June,3246880.0
1388,1378,Lake,Face Shields (Disposable),June,83300.0
1389,1383,Lake,Goggles,June,46000.0
1390,1388,Lake,Hand Sanitizers,June,34930.0
1391,1393,Lake,KN95 Respirators,June,57960.0
1392,1402,Lake,N-95 Respirators,June,1320840.0
1393,1411,Lake,Pharmaceuticals,June,114.0
1394,1416,Lake,Shoe Covers,June,9200.0
1395,1421,Lake,Surgical Masks,June,12237000.0
1396,1426,Lake,Surgical or Examination Gowns,June,78328.0
1397,1431,Lake,Swabs,June,117300.0
1398,1436,Lake,Test Kits,June,13800.0
1399,1441,Lake,Viral Testing Media,June,112700.0
1400,1446,Lake,Wipes,June,4800.0
1401,1369,Lake,Cloth Masks,October,395520.0
1402,1374,Lake,Examination Gloves,October,9657360.0
1403,1379,Lake,Face Shields (Disposable),October,241600.0
1404,1384,Lake,Goggles,October,32000.0
1405,1389,Lake,Hand Sanitizers,October,105172.0
1406,1394,Lake,KN95 Respirators,October,181440.0
1407,1398,Lake,Medical Equipment,October,800.0
1408,1403,Lake,N-95 Respirators,October,1237520.0
1409,1407,Lake,Other / None of the above,October,800.0
1410,1412,Lake,Pharmaceuticals,October,208.0
1411,1417,Lake,Shoe Covers,October,6400.0
1412,1422,Lake,Surgical Masks,October,11111200.0
1413,1427,Lake,Surgical or Examination Gowns,October,176376.0
1414,1432,Lake,Swabs,October,273600.0
1415,1437,Lake,Test Kits,October,9600.0
1416,1442,Lake,Viral Testing Media,October,180800.0
1417,1447,Lake,Wipes,October,231200.0
1418,1370,Lake,Cloth Masks,September,717600.0
1419,1375,Lake,Examination Gloves,September,17026800.0
1420,1380,Lake,Face Shields (Disposable),September,452416.0
1421,1385,Lake,Goggles,September,60000.0
1422,1390,Lake,Hand Sanitizers,September,186880.0
1423,1395,Lake,KN95 Respirators,September,340200.0
1424,1399,Lake,Medical Equipment,September,1500.0
1425,1404,Lake,N-95 Respirators,September,2259600.0
1426,1408,Lake,Other / None of the above,September,1500.0
1427,1413,Lake,Pharmaceuticals,September,390.0
1428,1418,Lake,Shoe Covers,September,12000.0
1429,1423,Lake,Surgical Masks,September,20598000.0
1430,1428,Lake,Surgical or Examination Gowns,September,281580.0
1431,1433,Lake,Swabs,September,508000.0
1432,1438,Lake,Test Kits,September,18000.0
1433,1443,Lake,Viral Testing Media,September,334200.0
1434,1448,Lake,Wipes,September,246000.0
1435,1449,Lassen,Cloth Masks,August,225000.0
1436,1452,Lassen,Examination Gloves,August,105000.0
1437,1457,Lassen,Face Shields (Disposable),August,66836.0
1438,1462,Lassen,Hand Sanitizers,August,196560.0
1439,1467,Lassen,KN95 Respirators,August,352800.0
1440,1471,Lassen,Medical Equipment,August,1400.0
1441,1475,Lassen,N-95 Respirators,August,8578320.0
1442,1480,Lassen,Pharmaceuticals,August,403200.0
1443,1485,Lassen,Sample Collecting Kits,August,145600.0
1444,1490,Lassen,Surgical Masks,August,12367600.0
1445,1495,Lassen,Surgical or Examination Gowns,August,95480.0
1446,1500,Lassen,Swabs,August,140140.0
1447,1505,Lassen,Viral Testing Media,August,141120.0
1448,1453,Lassen,Examination Gloves,July,93000.0
1449,1458,Lassen,Face Shields (Disposable),July,69672.0
1450,1463,Lassen,Hand Sanitizers,July,64220.0
1451,1468,Lassen,KN95 Respirators,July,63000.0
1452,1472,Lassen,Medical Equipment,July,1050.0
1453,1476,Lassen,N-95 Respirators,July,7797360.0
1454,1481,Lassen,Pharmaceuticals,July,446400.0
1455,1486,Lassen,Sample Collecting Kits,July,161200.0
1456,1491,Lassen,Surgical Masks,July,11423000.0
1457,1496,Lassen,Surgical or Examination Gowns,July,105710.0
1458,1501,Lassen,Swabs,July,155155.0
1459,1506,Lassen,Viral Testing Media,July,156240.0
1460,1454,Lassen,Examination Gloves,June,69000.0
1461,1459,Lassen,Face Shields (Disposable),June,48576.0
1462,1464,Lassen,Hand Sanitizers,June,3680.0
1463,1477,Lassen,N-95 Respirators,June,210900.0
1464,1482,Lassen,Pharmaceuticals,June,331200.0
1465,1487,Lassen,Sample Collecting Kits,June,41600.0
1466,1492,Lassen,Surgical Masks,June,5343000.0
1467,1497,Lassen,Surgical or Examination Gowns,June,78430.0
1468,1502,Lassen,Swabs,June,115115.0
1469,1507,Lassen,Viral Testing Media,June,115920.0
1470,1450,Lassen,Cloth Masks,October,259200.0
1471,1455,Lassen,Examination Gloves,October,64000.0
1472,1460,Lassen,Face Shields (Disposable),October,38592.0
1473,1465,Lassen,Hand Sanitizers,October,112320.0
1474,1469,Lassen,KN95 Respirators,October,201600.0
1475,1473,Lassen,Medical Equipment,October,800.0
1476,1478,Lassen,N-95 Respirators,October,6656640.0
1477,1483,Lassen,Pharmaceuticals,October,230400.0
1478,1488,Lassen,Sample Collecting Kits,October,83200.0
1479,1493,Lassen,Surgical Masks,October,7312000.0
1480,1498,Lassen,Surgical or Examination Gowns,October,54560.0
1481,1503,Lassen,Swabs,October,80080.0
1482,1508,Lassen,Viral Testing Media,October,80640.0
1483,1451,Lassen,Cloth Masks,September,472800.0
1484,1456,Lassen,Examination Gloves,September,120000.0
1485,1461,Lassen,Face Shields (Disposable),September,72360.0
1486,1466,Lassen,Hand Sanitizers,September,210600.0
1487,1470,Lassen,KN95 Respirators,September,378000.0
1488,1474,Lassen,Medical Equipment,September,1500.0
1489,1479,Lassen,N-95 Respirators,September,12381000.0
1490,1484,Lassen,Pharmaceuticals,September,432000.0
1491,1489,Lassen,Sample Collecting Kits,September,156000.0
1492,1494,Lassen,Surgical Masks,September,13695600.0
1493,1499,Lassen,Surgical or Examination Gowns,September,102300.0
1494,1504,Lassen,Swabs,September,150150.0
1495,1509,Lassen,Viral Testing Media,September,151200.0
1496,1510,Los Angeles,Cleaning Supplies,August,11200.0
1497,1515,Los Angeles,Cloth Masks,August,45459580.0
1498,1520,Los Angeles,Coveralls (Hospitals or EMS),August,592076.0
1499,1525,Los Angeles,Examination Gloves,August,522395800.0
1500,1530,Los Angeles,Face Shields (Disposable),August,45553016.0
1501,1535,Los Angeles,Goggles,August,690200.0
1502,1540,Los Angeles,Hand Sanitizers,August,43298893.0
1503,1545,Los Angeles,KN95 Respirators,August,3173860.0
1504,1550,Los Angeles,Medical Equipment,August,44474.0
1505,1555,Los Angeles,N-95 Respirators,August,784688080.0
1506,1560,Los Angeles,Other / None of the above,August,6013366.0
1507,1565,Los Angeles,Personnel,August,23974.0
1508,1570,Los Angeles,Pharmaceuticals,August,1030064.0
1509,1575,Los Angeles,Sample Collecting Kits,August,1540000.0
1510,1580,Los Angeles,Shoe Covers,August,1436400.0
1511,1585,Los Angeles,Surgical Masks,August,1273494200.0
1512,1590,Los Angeles,Surgical or Examination Gowns,August,231139448.0
1513,1595,Los Angeles,Swabs,August,36390200.0
1514,1600,Los Angeles,Test Kits,August,3001600.0
1515,1604,Los Angeles,Ventilators,August,560.0
1516,1609,Los Angeles,Viral Testing Media,August,25663960.0
1517,1614,Los Angeles,Wipes,August,380688.0
1518,1511,Los Angeles,Cleaning Supplies,July,12400.0
1519,1516,Los Angeles,Cloth Masks,July,17718560.0
1520,1521,Los Angeles,Coveralls (Hospitals or EMS),July,636027.0
1521,1526,Los Angeles,Examination Gloves,July,397870600.0
1522,1531,Los Angeles,Face Shields (Disposable),July,36190246.0
1523,1536,Los Angeles,Goggles,July,299150.0
1524,1541,Los Angeles,Hand Sanitizers,July,30692369.0
1525,1546,Los Angeles,KN95 Respirators,July,3008860.0
1526,1551,Los Angeles,Medical Equipment,July,36843.0
1527,1556,Los Angeles,N-95 Respirators,July,681514540.0
1528,1561,Los Angeles,Other / None of the above,July,5822022.0
1529,1566,Los Angeles,Personnel,July,22939.0
1530,1571,Los Angeles,Pharmaceuticals,July,1140428.0
1531,1576,Los Angeles,Sample Collecting Kits,July,1255000.0
1532,1581,Los Angeles,Shoe Covers,July,1340300.0
1533,1586,Los Angeles,Surgical Masks,July,1130702900.0
1534,1591,Los Angeles,Surgical or Examination Gowns,July,155932746.0
1535,1596,Los Angeles,Swabs,July,34095150.0
1536,1601,Los Angeles,Test Kits,July,321600.0
1537,1605,Los Angeles,Ventilators,July,620.0
1538,1610,Los Angeles,Viral Testing Media,July,21761332.0
1539,1615,Los Angeles,Wipes,July,314776.0
1540,1512,Los Angeles,Cleaning Supplies,June,9200.0
1541,1517,Los Angeles,Cloth Masks,June,7713660.0
1542,1522,Los Angeles,Coveralls (Hospitals or EMS),June,462001.0
1543,1527,Los Angeles,Examination Gloves,June,128904080.0
1544,1532,Los Angeles,Face Shields (Disposable),June,20733938.0
1545,1537,Los Angeles,Goggles,June,205550.0
1546,1542,Los Angeles,Hand Sanitizers,June,11661130.0
1547,1547,Los Angeles,KN95 Respirators,June,2163080.0
1548,1552,Los Angeles,Medical Equipment,June,9569.0
1549,1557,Los Angeles,N-95 Respirators,June,320105040.0
1550,1562,Los Angeles,Other / None of the above,June,2358795.0
1551,1567,Los Angeles,Personnel,June,468.0
1552,1572,Los Angeles,Pharmaceuticals,June,617794.0
1553,1577,Los Angeles,Sample Collecting Kits,June,230000.0
1554,1582,Los Angeles,Shoe Covers,June,29900.0
1555,1587,Los Angeles,Surgical Masks,June,421943100.0
1556,1592,Los Angeles,Surgical or Examination Gowns,June,52841718.0
1557,1597,Los Angeles,Swabs,June,14145950.0
1558,1606,Los Angeles,Ventilators,June,460.0
1559,1611,Los Angeles,Viral Testing Media,June,9340692.0
1560,1616,Los Angeles,Wipes,June,177008.0
1561,1513,Los Angeles,Cleaning Supplies,October,6400.0
1562,1518,Los Angeles,Cloth Masks,October,40637760.0
1563,1523,Los Angeles,Coveralls (Hospitals or EMS),October,353872.0
1564,1528,Los Angeles,Examination Gloves,October,388921600.0
1565,1533,Los Angeles,Face Shields (Disposable),October,29807776.0
1566,1538,Los Angeles,Goggles,October,474400.0
1567,1543,Los Angeles,Hand Sanitizers,October,26319408.0
1568,1548,Los Angeles,KN95 Respirators,October,2888640.0
1569,1553,Los Angeles,Medical Equipment,October,34928.0
1570,1558,Los Angeles,N-95 Respirators,October,575644960.0
1571,1563,Los Angeles,Other / None of the above,October,3539552.0
1572,1568,Los Angeles,Personnel,October,13840.0
1573,1573,Los Angeles,Pharmaceuticals,October,588608.0
1574,1578,Los Angeles,Sample Collecting Kits,October,880000.0
1575,1583,Los Angeles,Shoe Covers,October,820800.0
1576,1588,Los Angeles,Surgical Masks,October,759757900.0
1577,1593,Los Angeles,Surgical or Examination Gowns,October,180948256.0
1578,1598,Los Angeles,Swabs,October,21850400.0
1579,1602,Los Angeles,Test Kits,October,2429440.0
1580,1607,Los Angeles,Ventilators,October,320.0
1581,1612,Los Angeles,Viral Testing Media,October,15185760.0
1582,1617,Los Angeles,Wipes,October,9831936.0
1583,1514,Los Angeles,Cleaning Supplies,September,12000.0
1584,1519,Los Angeles,Cloth Masks,September,73928600.0
1585,1524,Los Angeles,Coveralls (Hospitals or EMS),September,663510.0
1586,1529,Los Angeles,Examination Gloves,September,686319000.0
1587,1534,Los Angeles,Face Shields (Disposable),September,55588376.0
1588,1539,Los Angeles,Goggles,September,889500.0
1589,1544,Los Angeles,Hand Sanitizers,September,49110654.0
1590,1549,Los Angeles,KN95 Respirators,September,5262840.0
1591,1554,Los Angeles,Medical Equipment,September,48990.0
1592,1559,Los Angeles,N-95 Respirators,September,977547840.0
1593,1564,Los Angeles,Other / None of the above,September,6636560.0
1594,1569,Los Angeles,Personnel,September,25767.0
1595,1574,Los Angeles,Pharmaceuticals,September,1103640.0
1596,1579,Los Angeles,Sample Collecting Kits,September,1650000.0
1597,1584,Los Angeles,Shoe Covers,September,1539000.0
1598,1589,Los Angeles,Surgical Masks,September,1420468800.0
1599,1594,Los Angeles,Surgical or Examination Gowns,September,319637980.0
1600,1599,Los Angeles,Swabs,September,39685500.0
1601,1603,Los Angeles,Test Kits,September,3216000.0
1602,1608,Los Angeles,Ventilators,September,600.0
1603,1613,Los Angeles,Viral Testing Media,September,28452600.0
1604,1618,Los Angeles,Wipes,September,13636080.0
1605,1619,Madera,Cloth Masks,August,514000.0
1606,1624,Madera,Examination Gloves,August,2308000.0
1607,1629,Madera,Face Shields (Disposable),August,2135444.0
1608,1634,Madera,Hand Sanitizers,August,3022176.0
1609,1639,Madera,KN95 Respirators,August,94500.0
1610,1644,Madera,Medical Equipment,August,28280.0
1611,1648,Madera,N-95 Respirators,August,10364640.0
1612,1653,Madera,Other / None of the above,August,1806000.0
1613,1658,Madera,Personnel,August,132.0
1614,1662,Madera,Pharmaceuticals,August,2324.0
1615,1667,Madera,Sample Collecting Kits,August,68000.0
1616,1670,Madera,Shoe Covers,August,560000.0
1617,1674,Madera,Surgical Masks,August,11912400.0
1618,1679,Madera,Surgical or Examination Gowns,August,1708000.0
1619,1684,Madera,Swabs,August,1216000.0
1620,1689,Madera,Test Kits,August,44800.0
1621,1693,Madera,Ventilators,August,69.0
1622,1696,Madera,Viral Testing Media,August,530448.0
1623,1620,Madera,Cloth Masks,July,15500.0
1624,1625,Madera,Examination Gloves,July,1212000.0
1625,1630,Madera,Face Shields (Disposable),July,1636912.0
1626,1635,Madera,Hand Sanitizers,July,3343280.0
1627,1640,Madera,KN95 Respirators,July,78120.0
1628,1645,Madera,Medical Equipment,July,8080.0
1629,1649,Madera,N-95 Respirators,July,9944160.0
1630,1654,Madera,Other / None of the above,July,1999500.0
1631,1659,Madera,Personnel,July,9.0
1632,1663,Madera,Pharmaceuticals,July,2474.0
1633,1671,Madera,Shoe Covers,July,300000.0
1634,1675,Madera,Surgical Masks,July,12280000.0
1635,1680,Madera,Surgical or Examination Gowns,July,1171000.0
1636,1685,Madera,Swabs,July,995000.0
1637,1690,Madera,Test Kits,July,3200.0
1638,1697,Madera,Viral Testing Media,July,387996.0
1639,1621,Madera,Cloth Masks,June,11500.0
1640,1626,Madera,Examination Gloves,June,216000.0
1641,1631,Madera,Face Shields (Disposable),June,368000.0
1642,1636,Madera,Hand Sanitizers,June,2479096.0
1643,1641,Madera,KN95 Respirators,June,57960.0
1644,1650,Madera,N-95 Respirators,June,100800.0
1645,1655,Madera,Other / None of the above,June,1483500.0
1646,1664,Madera,Pharmaceuticals,June,508.0
1647,1676,Madera,Surgical Masks,June,8050000.0
1648,1681,Madera,Surgical or Examination Gowns,June,23000.0
1649,1686,Madera,Swabs,June,515000.0
1650,1698,Madera,Viral Testing Media,June,195068.0
1651,1622,Madera,Cloth Masks,October,1752000.0
1652,1627,Madera,Examination Gloves,October,1440000.0
1653,1632,Madera,Face Shields (Disposable),October,1221568.0
1654,1637,Madera,Hand Sanitizers,October,1742016.0
1655,1642,Madera,KN95 Respirators,October,223680.0
1656,1646,Madera,Medical Equipment,October,16160.0
1657,1651,Madera,N-95 Respirators,October,7077120.0
1658,1656,Madera,Other / None of the above,October,1032064.0
1659,1660,Madera,Personnel,October,80.0
1660,1665,Madera,Pharmaceuticals,October,1328.0
1661,1668,Madera,Sample Collecting Kits,October,128000.0
1662,1672,Madera,Shoe Covers,October,320000.0
1663,1677,Madera,Surgical Masks,October,6841600.0
1664,1682,Madera,Surgical or Examination Gowns,October,976000.0
1665,1687,Madera,Swabs,October,800000.0
1666,1691,Madera,Test Kits,October,25600.0
1667,1694,Madera,Ventilators,October,48.0
1668,1699,Madera,Viral Testing Media,October,405056.0
1669,1623,Madera,Cloth Masks,September,3136000.0
1670,1628,Madera,Examination Gloves,September,2700000.0
1671,1633,Madera,Face Shields (Disposable),September,2290440.0
1672,1638,Madera,Hand Sanitizers,September,3261380.0
1673,1643,Madera,KN95 Respirators,September,144000.0
1674,1647,Madera,Medical Equipment,September,30300.0
1675,1652,Madera,N-95 Respirators,September,11876400.0
1676,1657,Madera,Other / None of the above,September,1935086.0
1677,1661,Madera,Personnel,September,150.0
1678,1666,Madera,Pharmaceuticals,September,2490.0
1679,1669,Madera,Sample Collecting Kits,September,212000.0
1680,1673,Madera,Shoe Covers,September,600000.0
1681,1678,Madera,Surgical Masks,September,12828000.0
1682,1683,Madera,Surgical or Examination Gowns,September,1830000.0
1683,1688,Madera,Swabs,September,1465000.0
1684,1692,Madera,Test Kits,September,48000.0
1685,1695,Madera,Ventilators,September,90.0
1686,1700,Madera,Viral Testing Media,September,725880.0
1687,1701,Marin,Cloth Masks,August,883980.0
1688,1706,Marin,Coveralls (Hospitals or EMS),August,43904.0
1689,1711,Marin,Examination Gloves,August,21931000.0
1690,1716,Marin,Face Shields (Disposable),August,4282384.0
1691,1721,Marin,Hand Sanitizers,August,511352.0
1692,1726,Marin,KN95 Respirators,August,110560.0
1693,1731,Marin,Medical Equipment,August,2800.0
1694,1735,Marin,N-95 Respirators,August,14723120.0
1695,1740,Marin,Other / None of the above,August,1976744.0
1696,1745,Marin,Personnel,August,140.0
1697,1749,Marin,Pharmaceuticals,August,4256.0
1698,1754,Marin,Sample Collecting Kits,August,605200.0
1699,1759,Marin,Shoe Covers,August,560000.0
1700,1763,Marin,Surgical Masks,August,17260400.0
1701,1768,Marin,Surgical or Examination Gowns,August,3679760.0
1702,1773,Marin,Swabs,August,929000.0
1703,1778,Marin,Test Kits,August,20800.0
1704,1781,Marin,Viral Testing Media,August,463760.0
1705,1786,Marin,Wipes,August,96000.0
1706,1702,Marin,Cloth Masks,July,238960.0
1707,1707,Marin,Coveralls (Hospitals or EMS),July,48608.0
1708,1712,Marin,Examination Gloves,July,16722000.0
1709,1717,Marin,Face Shields (Disposable),July,4217128.0
1710,1722,Marin,Hand Sanitizers,July,483714.0
1711,1727,Marin,KN95 Respirators,July,78120.0
1712,1732,Marin,Medical Equipment,July,2300.0
1713,1736,Marin,N-95 Respirators,July,12593620.0
1714,1741,Marin,Other / None of the above,July,2065030.0
1715,1746,Marin,Personnel,July,145.0
1716,1750,Marin,Pharmaceuticals,July,4621.0
1717,1755,Marin,Sample Collecting Kits,July,531650.0
1718,1760,Marin,Shoe Covers,July,440000.0
1719,1764,Marin,Surgical Masks,July,14430000.0
1720,1769,Marin,Surgical or Examination Gowns,July,3706370.0
1721,1774,Marin,Swabs,July,713000.0
1722,1782,Marin,Viral Testing Media,July,148800.0
1723,1787,Marin,Wipes,July,20000.0
1724,1703,Marin,Cloth Masks,June,70080.0
1725,1708,Marin,Coveralls (Hospitals or EMS),June,36064.0
1726,1713,Marin,Examination Gloves,June,4096000.0
1727,1718,Marin,Face Shields (Disposable),June,2323224.0
1728,1723,Marin,Hand Sanitizers,June,129410.0
1729,1728,Marin,KN95 Respirators,June,57960.0
1730,1737,Marin,N-95 Respirators,June,1093460.0
1731,1742,Marin,Other / None of the above,June,1382984.0
1732,1751,Marin,Pharmaceuticals,June,1118.0
1733,1756,Marin,Sample Collecting Kits,June,394450.0
1734,1765,Marin,Surgical Masks,June,3108000.0
1735,1770,Marin,Surgical or Examination Gowns,June,2121060.0
1736,1775,Marin,Swabs,June,529000.0
1737,1783,Marin,Viral Testing Media,June,110400.0
1738,1704,Marin,Cloth Masks,October,669760.0
1739,1709,Marin,Coveralls (Hospitals or EMS),October,225688.0
1740,1714,Marin,Examination Gloves,October,15868000.0
1741,1719,Marin,Face Shields (Disposable),October,2456064.0
1742,1724,Marin,Hand Sanitizers,October,327904.0
1743,1729,Marin,KN95 Respirators,October,72320.0
1744,1733,Marin,Medical Equipment,October,1600.0
1745,1738,Marin,N-95 Respirators,October,9460160.0
1746,1743,Marin,Other / None of the above,October,1129568.0
1747,1747,Marin,Personnel,October,80.0
1748,1752,Marin,Pharmaceuticals,October,2432.0
1749,1757,Marin,Sample Collecting Kits,October,354400.0
1750,1761,Marin,Shoe Covers,October,320000.0
1751,1766,Marin,Surgical Masks,October,11353600.0
1752,1771,Marin,Surgical or Examination Gowns,October,3222720.0
1753,1776,Marin,Swabs,October,768000.0
1754,1779,Marin,Test Kits,October,101120.0
1755,1784,Marin,Viral Testing Media,October,490624.0
1756,1788,Marin,Wipes,October,2432000.0
1757,1705,Marin,Cloth Masks,September,1239400.0
1758,1710,Marin,Coveralls (Hospitals or EMS),September,47040.0
1759,1715,Marin,Examination Gloves,September,27890000.0
1760,1720,Marin,Face Shields (Disposable),September,4604320.0
1761,1725,Marin,Hand Sanitizers,September,612160.0
1762,1730,Marin,KN95 Respirators,September,135600.0
1763,1734,Marin,Medical Equipment,September,3000.0
1764,1739,Marin,N-95 Respirators,September,17677080.0
1765,1744,Marin,Other / None of the above,September,2117940.0
1766,1748,Marin,Personnel,September,150.0
1767,1753,Marin,Pharmaceuticals,September,4560.0
1768,1758,Marin,Sample Collecting Kits,September,664500.0
1769,1762,Marin,Shoe Covers,September,600000.0
1770,1767,Marin,Surgical Masks,September,21204000.0
1771,1772,Marin,Surgical or Examination Gowns,September,4922600.0
1772,1777,Marin,Swabs,September,1270000.0
1773,1780,Marin,Test Kits,September,156000.0
1774,1785,Marin,Viral Testing Media,September,919920.0
1775,1789,Marin,Wipes,September,2320000.0
1776,1790,Mariposa,Cloth Masks,August,117000.0
1777,1795,Mariposa,Examination Gloves,August,3875000.0
1778,1799,Mariposa,Face Shields (Disposable),August,81060.0
1779,1804,Mariposa,Hand Sanitizers,August,309008.0
1780,1809,Mariposa,N-95 Respirators,August,322560.0
1781,1814,Mariposa,Other / None of the above,August,58800.0
1782,1818,Mariposa,Pharmaceuticals,August,403200.0
1783,1823,Mariposa,Shoe Covers,August,28000.0
1784,1827,Mariposa,Surgical Masks,August,3435600.0
1785,1832,Mariposa,Surgical or Examination Gowns,August,46368.0
1786,1837,Mariposa,Swabs,August,196000.0
1787,1842,Mariposa,Viral Testing Media,August,78848.0
1788,1847,Mariposa,Wipes,August,117600.0
1789,1791,Mariposa,Cloth Masks,July,93000.0
1790,1796,Mariposa,Examination Gloves,July,448000.0
1791,1800,Mariposa,Face Shields (Disposable),July,53420.0
1792,1805,Mariposa,Hand Sanitizers,July,296356.0
1793,1810,Mariposa,N-95 Respirators,July,227040.0
1794,1815,Mariposa,Other / None of the above,July,63000.0
1795,1819,Mariposa,Pharmaceuticals,July,446400.0
1796,1824,Mariposa,Shoe Covers,July,30000.0
1797,1828,Mariposa,Surgical Masks,July,3352000.0
1798,1833,Mariposa,Surgical or Examination Gowns,July,51336.0
1799,1838,Mariposa,Swabs,July,215000.0
1800,1843,Mariposa,Viral Testing Media,July,64496.0
1801,1848,Mariposa,Wipes,July,105000.0
1802,1792,Mariposa,Cloth Masks,June,43800.0
1803,1801,Mariposa,Face Shields (Disposable),June,16760.0
1804,1806,Mariposa,Hand Sanitizers,June,152544.0
1805,1811,Mariposa,N-95 Respirators,June,5520.0
1806,1820,Mariposa,Pharmaceuticals,June,331200.0
1807,1829,Mariposa,Surgical Masks,June,2016000.0
1808,1834,Mariposa,Surgical or Examination Gowns,June,38088.0
1809,1839,Mariposa,Swabs,June,115000.0
1810,1844,Mariposa,Viral Testing Media,June,23368.0
1811,1793,Mariposa,Cloth Masks,October,72000.0
1812,1797,Mariposa,Examination Gloves,October,2256000.0
1813,1802,Mariposa,Face Shields (Disposable),October,46720.0
1814,1807,Mariposa,Hand Sanitizers,October,176576.0
1815,1812,Mariposa,N-95 Respirators,October,245760.0
1816,1816,Mariposa,Other / None of the above,October,33600.0
1817,1821,Mariposa,Pharmaceuticals,October,230400.0
1818,1825,Mariposa,Shoe Covers,October,16000.0
1819,1830,Mariposa,Surgical Masks,October,1977600.0
1820,1835,Mariposa,Surgical or Examination Gowns,October,26496.0
1821,1840,Mariposa,Swabs,October,112000.0
1822,1845,Mariposa,Viral Testing Media,October,45056.0
1823,1849,Mariposa,Wipes,October,67200.0
1824,1794,Mariposa,Cloth Masks,September,135000.0
1825,1798,Mariposa,Examination Gloves,September,4230000.0
1826,1803,Mariposa,Face Shields (Disposable),September,87600.0
1827,1808,Mariposa,Hand Sanitizers,September,331080.0
1828,1813,Mariposa,N-95 Respirators,September,395520.0
1829,1817,Mariposa,Other / None of the above,September,63000.0
1830,1822,Mariposa,Pharmaceuticals,September,432000.0
1831,1826,Mariposa,Shoe Covers,September,30000.0
1832,1831,Mariposa,Surgical Masks,September,3708000.0
1833,1836,Mariposa,Surgical or Examination Gowns,September,49680.0
1834,1841,Mariposa,Swabs,September,210000.0
1835,1846,Mariposa,Viral Testing Media,September,84480.0
1836,1850,Mariposa,Wipes,September,126000.0
1837,1851,Mendocino,Beds/Cots,August,1204.0
1838,1856,Mendocino,Cleaning Supplies,August,80000.0
1839,1859,Mendocino,Cloth Masks,August,2007010.0
1840,1864,Mendocino,Examination Gloves,August,9289000.0
1841,1868,Mendocino,Face Shields (Disposable),August,920800.0
1842,1873,Mendocino,Goggles,August,78400.0
1843,1878,Mendocino,Hand Sanitizers,August,406056.0
1844,1885,Mendocino,Lab Supplies,August,42000.0
1845,1890,Mendocino,N-95 Respirators,August,3417280.0
1846,1895,Mendocino,Other / None of the above,August,3850.0
1847,1899,Mendocino,Personnel,August,298.0
1848,1904,Mendocino,Pharmaceuticals,August,1708.0
1849,1909,Mendocino,Sample Collecting Kits,August,194608.0
1850,1914,Mendocino,Surgical Masks,August,16518000.0
1851,1919,Mendocino,Surgical or Examination Gowns,August,1749440.0
1852,1924,Mendocino,Swabs,August,444800.0
1853,1930,Mendocino,Viral Testing Media,August,228748.0
1854,1852,Mendocino,Beds/Cots,July,1333.0
1855,1860,Mendocino,Cloth Masks,July,1683920.0
1856,1865,Mendocino,Examination Gloves,July,4594000.0
1857,1869,Mendocino,Face Shields (Disposable),July,704400.0
1858,1874,Mendocino,Goggles,July,86800.0
1859,1879,Mendocino,Hand Sanitizers,July,344198.0
1860,1886,Mendocino,Lab Supplies,July,46500.0
1861,1891,Mendocino,N-95 Respirators,July,2990500.0
1862,1896,Mendocino,Other / None of the above,July,1250.0
1863,1900,Mendocino,Personnel,July,46.0
1864,1905,Mendocino,Pharmaceuticals,July,1891.0
1865,1910,Mendocino,Sample Collecting Kits,July,69016.0
1866,1915,Mendocino,Surgical Masks,July,11347000.0
1867,1920,Mendocino,Surgical or Examination Gowns,July,1376640.0
1868,1925,Mendocino,Swabs,July,313600.0
